person,dialogue
joey,"Alright, come on you guys, it's not that big a deal. Really... I mean, I just go down there every other day and... make my contribution to the project. Hey, hey, but at the end of two weeks, I get seven hundred dollars."
ross,Hey.
joey,We make fire. Cook meat.
joey,"Oh, OK."
joey,"I don't know, she's, uh.... she's pretty great."
joey,"What, you think I'm gonna tell a girl I like that I'm also seeing a cup?"
joey,"Well, the tough thing is, she"
joey,"Yeah, well, I still got a week left to go in the program, and according to the rules, if I want to get the money I'm not allowed to conduct any... ersonal experiments, if you know what I mean."
ross,Hey. [Phoebe sees his bags]
ross,I'm going to China.
ross,"Yeah, i-it's for the museum. Someone found a bone, we want the bone, but they don't want us to have the bone, so I'm going over there to try to persuade them to give us the bo--it's--it's a whole big bone thing. Anyway, I'm gonna be gone for like, uh... like a week, so, uh, if you wanna reach me, y-you can't. So here's my itinerary [hands a sheet of paper to Monica]. Um... here's a picture of me... [hands it to Monica]"
ross,"[to Monica]: Could you take it to Carol's every now and then, and show it to Ben, just so he doesn't forget me?"
ross,"Hey, is Rachel here? Um, I wanted to wish her a happy birthday before I left."
ross,"Oh. [pause] Hey, who's Carl?"
ross,No.
ross,"At the coffeehouse, right."
ross,"OK, I'm gonna go say goodbye to the guys."
ross,Hi.
joey,Hey!
ross,An egg?
joey,"Yeah, you're gonna go up to her and say, ""Here's your egg back, I'm returning your egg."""
chandler,I think it's winning.
ross,I think it's insane.
chandler,"She'll love it. Go with the egg, my friend."
joey,Think it'll work?
chandler,"No, it's suicide. The man's got an egg."
monica,You can not do this.
rachel,"Do what, do what?"
monica,Roger wants to take her out tomorrow night.
rachel,No! Phoebes! Don't you remember why you dumped the guy?
phoebe,"'Cause he was creepy, and mean, and a little frightening... alright, still, it's nice to have a date on Valentine's Day!"
monica,"But Phoebe, you can go out with a creepy guy any night of the year. I know I do."
rachel,"Well, what are you guys doing tomorrow night?"
joey,"Actually, tomorrow night kinda depends on how tonight goes."
chandler,"Oh, uh, listen, about tonight..."
joey,"No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend."
chandler,"Yes, I know, but her friend sounds like such a--"
joey,"Pathetic mess? I know, but--come on, man, she's needy, she's vulnerable. I'm thinkin', cha-ching! [Rachel throws a roll at Joey. He picks it up and eats it.] Thanks. Look, you have not been out with a woman since Janice. You're doin' this."
ross,Hi. She said yes.
chandler,"Yes! Way to go, man! [Chandler and Ross hug. Something crunches in Ross' shirt pocket.] Still got the egg, huh?"
joey,[Looking at himself in the reflection on a knife] How do I look?
chandler,"Oh, uh, I... don't... care. [Joey's date shows up] Ok, now, remember, no trading. You get the pretty one, I get the mess."
chandler,...And what did you bring?
chandler,Janice?
chandler,"[angrily] Hey, it's Janice."
chandler,"Ok, I'm makin' a break for it, I'm goin' out the window."
joey,"No, no, no, don't! I've been waitin' for like, forever to go out with Lorraine. Just calm down. CHANDLER: Calm down? Calm down? You set me up with the woman that I've dumped twice in the last five months!"
joey,"[at the urinal] Can you stop yellin'? You're makin' me nervous, and I can't go when I'm nervous."
chandler,"I'm sorry, I'm sorry, you're right. [gets up right behind Joey and yells in his ear] Come on, do it, do it, go, come on!!!"
ross,She's not here yet. She's not here. She's having my baby and she's not here.
ross,"I don't know, but when I spoke to her, she said she had already passed the mucus plug."
joey,Do we have to know about that?
joey,"I'm gonna be in the waitin' room, handing out cigars."
ross,"God, I don't believe this. She could be giving birth in the cab."
ross,She's not even here yet.
ross,[to Carol] Where the hell have you been?
ross,"Susan wanted a Chunky. We're having a baby, ok, a baby, you don't stop for Chunkys."
ross,Stopped for a Chunky.
ross,[weakly] No.
ross,"Dr. Franzblau, hi."
ross,"59 seconds. [holds up his watch] Quartz, ha."
ross,I'll get it.
ross,I got it--I'm getting it!
joey,"[to the screen] Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too."
joey,"Oh, yeah."
rachel,"Well, now, how come you guys have never played poker with us?"
phoebe,"Yeah, what is that? Like, some kind of guy thing? Like, some kind of sexist guy thing? Like it's poker, so only guys can play?"
ross,"No, women are welcome to play."
phoebe,"Oh, OK, so then what is it? Some kind of... you know, like, like... some kind of, y'know, like... alright, what is it?"
ross,[sigh]....I have to go to China.
joey,The country?
ross,"No no, this big pile of dishes in my mom's breakfront. Do you guys know who Carl is?"
ross,"Well, Rachel's having drinks with him tonight."
joey,Oh no! How can she do that when she's never shown any interest in you?!?
joey,"He's right, man. Please. Move on. Go to China. Eat Chinese food."
ross,"Yeah... I guess. I don't--I don't know. Alright, just... just give her this for me, OK? [gives Chandler a gift for Rachel]"
joey,"Listen, buddy, we're just looking out for you."
ross,I know.
joey,"We want you to be happy. And I may only have a couple beers in me, but... I love you, man. [Joey gives Ross a hug]"
joey,"Like the three musketeers, only with fruit."
joey,"Well, not so good. She definitely thinks tonight is the night we're gonna... complete the transaction, if you know what I--"
joey,"Then you do. Heh, heh."
joey,What do you mean?
joey,Not following you.
joey,[to Rachel]: That book got me through some tough times.
joey,"[pats Chandler on the leg] That's good, just keep rubbing your head. That'll turn back time."
joey,"Well, given that he's desperately in love with you, he probably wouldn't mind getting a cup of coffee or something."
joey,The country.
joey,"He's right, cause if you're just gonna, like, break his heart, that's the kind of thing that can wait."
ross,[something in Chinese]
ross,Ni-chou chi-ma! [walks onto jetway]
joey,"Heh, heh. It was nothin'."
joey,"[panicked] Uhhh.. y'know what? Forget about me. Let's, uh... let's give you another turn."
joey,Sure! Why not?
joey,How do you mean?
joey,Shhhh!
joey,She's still asleep.
joey,"Oh, it was amazing. You know how you always think you're great in bed?"
joey,"Well, it's like, last night, I couldn't do the thing that usually makes me great. So I had to do all this other stuff. And the response I got... man, oh man, it was like a ticker tape parade!"
joey,"It was amazing! And not just for her... uh-uh. For me, too. It's like, all of a sudden, I'm blind. But all my other senses are heightened, y'know? It's like... I was able to appreciate it on another level."
joey,I know! Neither did I!
rachel,"Ok, ok, Roger was creepy, but he was nothing compared to Pete Carney."
monica,Which one was Pete Carney?
rachel,"Pete the Weeper? Remember that guy who used to cry every time we had sex. [imitating] ""Was it good for you?"""
monica,"Yeah, well, I'll take a little crying any day over Howard-the-""I-win""-guy. [imitating] ""I win! I win!"" I went out with the guy for two months--I didn't get to win once."
rachel,How did we end up with these jerks? We're good people!
monica,I don't know. Maybe we're some kinda magnets.
phoebe,I know I am. That's why I can't wear a digital watch.
monica,"There's more beer, right?"
phoebe,"Oh! You know my friend Abby who shaves her head? She said that if you want to break the bad boyfriend cycle, you can do like a cleansing ritual."
rachel,"Phoebes, this woman is voluntarily bald."
phoebe,"Yeah. So, we can do it tomorrow night, you guys. It's Valentine's Day. It's perfect."
monica,"Ok, well, what kind of ritual?"
phoebe,"Ok. We can, um, we can burn the stuff they gave us."
rachel,Or?
phoebe,"Or...or we can chant and dance around naked, you know, with sticks."
monica,Burning's good.
rachel,"Burning's good. Yeah, I got stuff to burn."
joey,"Good for you. [jumps suddenly] Uh, quarters or rolls of quarters?"
chandler,That's OK.
joey,[to Lorraine] We can't do that.
chandler,[disgusted] What? What can't you do?
joey,"Uh, can I talk to you for a second, over there?"
joey,"Uh, we might be leaving now."
chandler,"Tell me it's ""you and me"" we."
joey,"She said she wants to slather my body with stuff and then lick it off. I'm not even sure what slathering is, but I definitely want to be a part of it."
chandler,"Ok, you can not do this to me."
joey,"You're right, I'm sorry. You're right."
joey,"I'm outta here. Here's my credit card. Dinner's on me. I'm sorry, Chandler."
chandler,I hope she throws up on you.
chandler,So...
joey,"Hey, listen, lady....[sees that she's pregnant]...whoa."
joey,Oh yeah? And who do you like?
joey,"The Celtics? Ha. They couldn't hit a boat if...wait. They suck, alright?"
joey,"Wha? Wha..aa? Let me get the father. Hey, we need a father over here! We need a father!"
joey,"Oh, oh, oh, sorry."
ross,Yeah. I'm paying you to stop.
joey,Tribbiani.
joey,"[takes phone] Hi, yeah, it's me. Oh, no no no, we're just friends. [pause] Yeah, I'm single. [pause] 25. An actor. [pause] Hello?"
joey,"Yeah, so, uh, so, uh, what's the deal with this father guy, I mean, if someone was havin' my baby somewhere, I'd wanna know about it, you know?"
joey,"Ok, look, maybe I should just go."
joey,"Good luck, and uh, take care, huh?"
joey,You know what the Celtics problem is? They let the players run the team.
joey,"Oh, it is."
joey,It is.
ross,Breathe.
ross,Breathe.
ross,Breathe.
ross,"15 more seconds, 14, 13, 12..."
ross,Who the hell is Jordie?
ross,"No no no. I don't have a son named Jordie. We all agreed, my son's name is Jamie."
ross,"What? Whoa, whoa whoa whoa, what do you mean,"
ross,I got it.
ross,"I got it! Hey, you get to sleep with her, I get the cramps."
ross,Why?
ross,"No, you started it."
ross,But--
ross,[to Susan] Thanks a lot.
ross,"[to Carol] Yeah, listen--"
joey,Ew! What is that? Something exploded!
chandler,There just don't happen to be any women in our games.
joey,"Yeah, we just don't happen to know any women that know how to play poker."
monica,"Oh, please, that is such a lame excuse!"
rachel,Really.
monica,"I mean, that's a typical guy response."
ross,"Excuse me, do any of"
rachel,But you could teach us.
chandler,"[teaching] OK, so now we draw cards."
monica,"So I wouldn't need any, right? Cause I have a straight."
rachel,"Oh, good for you!"
phoebe,Congratulations!
joey,Seven hundred bucks!
joey,"Man, hell of a two weeks, huh? Y'know what, though? I really feel like I learned something."
joey,"What, are you crazy? When a blind man gets his sight back, does he walk around like this? [Joey closes his eyes and walks around with arms spread.]"
ross,I can't believe you'd rather go out with him than me.
ross,"Fine, just stop thinking about me."
ross,"Can't do it, can you?"
ross,"I don't get it. What do you see in this guy, anyway?"
ross,"Rachel, come on. Give us a chance."
ross,"No, no, no... why, because it might get weird for everyone else? Who cares about them. This is about us. Look, I-I've been in love with you since, like, the ninth grade."
ross,I know.
ross,"Whoa, whoa, whoa. What makes you think we're gonna break up?"
ross,[pause] No. But... it only has to happen
ross,"Well, start looking."
ross,"Oh, hey, hey, I got that."
ross,No problem. I cannot wait for you to meet my friends.
ross,Yeah.
ross,"No, no, they will. I just... uh..."
ross,"Come on, they're gonna love you."
chandler,"Oh, what a crappy night!"
chandler,"Excuse me. [gets up, jumps up and down while he zips his zipper up... other patrons look at him] How ya doin'?"
chandler,Joey's not a friend. He's...a stupid man who left us his credit card. Another drink? Some dessert? A big screen TV?
chandler,"You got it. Good woman! [the waiter turns around, it's a man] Could we get a bottle of your most overpriced champagne?"
chandler,"That's right, each. Oh, and a uh Rob Roy. [to Janice] I've always wanted to know..."
chandler,"No... no! And yet it did. Good-bye, Janice."
monica,"Oh, Chandler, sorry."
joey,"[panicked] Water breaking, what do you mean? What's that, water breaking?"
ross,Please. This is so your fault.
ross,"Look, Carol never threw me out of a room before you came along."
ross,You tryin' to be clever? A funny lady?
ross,"Oh, I'm threatened by you?"
ross,"Yeah, Susan."
ross,"I'm having a baby in here! Ok, everyone stand back. [walks backwards as if he is going to break down the door, but steps in a bucket and falls] Ow."
joey,"Come on, Lydia, you can do it. Push! Push 'em out, push 'em out, harder, harder. Push 'em out, push 'em out, way out! Let's get that ball and really move, hey, hey, ho, ho. Let's-- [notices the nurse looking at him strangely] I was just--yeah, right. Push! Push!"
ross,Help! Help!
joey,"Oh, just had a baby."
ross,"Come on, come on. Damnit, damnit, damnit, damnit. [to Susan] This is all your fault. This is supposed to be, like, the greatest day of my life, y'know? My son is being born, and I should be in there, you know, instead of stuck in a closet with you."
ross,"No no no, believe me. No one has been waiting for this as much as I have, ok? And you know what the funny thing is? When this day is over, you get to go home with the baby, ok? Where does that leave me?"
ross,You wanna explain that?
ross,"Ok, got the vent open."
ross,"Ben, you ready? All right, gimme your foot. Ok, on three, Ben. One, two, three. Ok, That's it, Ben."
ross,"Phoebs, It's open! It's open!"
ross,We're here!
ross,"Long story, honey."
ross,"[puts his head near the baby] Hello! [to Dr. Franzblau] Oh, sorry."
ross,"We got a head, we got shoulders, we got arms, we got, oh, look at the little fingers, oh, and a chest, and a stomach. It's a boy, definitely a boy! All right! Ok, legs, knees, and feet. Oh, oh. He's here. He's a person."
ross,"Oh, thanks, Pheebs!"
ross,[thinking] How 'bout Ben?
ross,"We uh, we just cooked it up."
ross,Hey.
ross,"[to Ben] I know, I know. Everybody, there's someone I'd like you to meet. Yeah. This is Ben. Ben, this is everybody."
chandler,"OK Phoebs, how many do you want?"
phoebe,"OK, I just need two... the, um, ten of spades and the six of clubs."
ross,"No. No, uh, Phoebs? You can't--you can't do--"
rachel,"Oh wait, I have the ten of spades! Here! [gives it to Phoebe] Ross: No, no. Uh... no, see, uh, you-you can't do that."
rachel,"Oh, no no no no no no, that's OK, I don't need them. I'm going for fours."
ross,"Oh, you're... [gives up]"
monica,"Alright, here we go. We've got salmon roulettes and assorted crudites."
joey,"Whoa, whoa, whoa, Monica, what're you doin'? This is a poker game. You can't serve food with more than one syllable. It's gotta be like chips, or dip, or pretz--[look of realization]"
chandler,"[changing subject] OK, so at this point, the dealer--"
monica,"Alright, you know, we got it, we got it. Let's play for real. High stakes... big bucks..."
ross,"Alright, now, you sure? Phoebe just threw away two jacks because they didn't look happy..."
phoebe,"But... I'm ready, so, just deal."
chandler,"OK, alright, last minute lesson, last minute lesson. [holds up two cards] Joey... three... eight. Eight... three. [Joey is unamused] Alright babe, deal the cards."
monica,"[throws down her cards] Dammit, dammit, dammit!"
phoebe,"[to Joey]: Oh I see, so then, you were lying."
joey,About what?
phoebe,About how good your cards were.
joey,Heh... I was
phoebe,A-ha! And... what is bluffing? Is it not another word for... lying?
rachel,"OK, sorry to break up this party, but I've got resumes to fax before work tomorrow... [gets up to leave]"
chandler,"Rach, Rach, we gotta settle."
rachel,Settle what?
chandler,"The... Jamestown colony of Virginia. You see, King George is giving us the land, so..."
ross,"The game, Rachel, the game. You owe us money for the game."
rachel,Oh. Right.
joey,"You know what, you guys? It's their first time, why don't we just forget about the money, alright?"
monica,"Hell no, we'll pay!"
phoebe,"OK, Monica? I had another answer all ready."
monica,And you know what? We want a rematch.
ross,Well that's fine with me. Could use the money.
rachel,"[to Ross]: So basically, you get your ya-yas by taking money from all of your friends."
ross,[pause]...Yeah.
chandler,"Yes, and I get my ya-yas from Ikea. You have to put them together yourself, but they cost a little less."
ross,"Look, Rachel, this is poker. I play to win, alright? In order for me to win, other people have to lose. So if you're gonna play poker with me, don't expect me to be a 'nice guy,' OK? Cause once those cards are dealt... [claps hands three times]"
joey,[pause]...Yeah?
ross,I'm
ross,"Alright boys, let's eat."
chandler,"Oh, did you get that from the 'I Love Rachel' pizzeria?"
ross,You still on that?
chandler,"Oh, come on. What was with that whole Black Bart speech? [mimicking]: When I play poker, I'm not a nice guy!"
ross,"You are way off, pal."
joey,"No, I don't think so, see Ross, because I think you love her."
ross,"Um.... no. See, I might've had feelings for her at one time--not any more. I just--I--"
ross,Marcel! Where are you going with that disc?
monica,"Ohhh, Chandler, sorry! Hey, Janice."
chandler,"Ok, well, this was very special."
monica,"Rache, come see who's out here!"
rachel,"Oh my god. Janice, hi!"
chandler,Janice is gonna go away now.
monica,I'll be right back.
rachel,"Oh, Joey, look who it is."
joey,[in disbelief] Whoa.
chandler,"Oh, good, Joey's home now."
monica,"Oh, hi, Ross. Yeah. There's someone I want you to say hi to. [to Chandler] He just happened to call."
ross,"I'm just sayin' if dogs do experience jet lag, then, because of the whole um, seven dog years to one human year thing, then, when a dog flies from New York to Los Angeles, he doesn't just lose three hours, he loses like a week and a half."
ross,"The blond woman is my ex-wife, and the woman touching her is her... close, personal friend."
ross,If you wanna put a label on it.
ross,"Nope, nope, that's it."
ross,"Oh, and she's pregnant with my baby. I always forget that part. [to Carol and Susan] Helloo!"
phoebe,"Ok, so now we need, um sage branches and the sacramental wine."
monica,"All I have is, is oregano and a Fresca."
phoebe,"Um, that's ok! [throws it in fire] Ok. All right. Now we need the semen of a righteous man."
rachel,"Ok, Pheebs, you know what, if we had that, we wouldn't be doing the ritual in the first place."
ross,"The head, the head. You gotta..."
joey,"Ben, Ben, hey Ben. Nothing. I don't think that's his name."
joey,"He doesn't do much, does he?"
ross,"No, this is pretty much it."
ross,"All right, I'll see you guys later."
ross,"You are not putting that on again! Marcel, OK--if you press that button, you are in very, very big trouble."
rachel,[opening mail] Can you believe what a jerk Ross was being?
monica,"Yeah, I know. He can get really competitive."
phoebe,"Ha. Ha, ha."
monica,What?
phoebe,"Oh, hello, kettle? This is Monica. You're black."
monica,Please! I am not as bad as Ross.
rachel,"Oh, I beg to differ. The"
monica,That was
rachel,Oooooh. [reads letter] [surprised]: Oh! I got an interview! I got an interview!
monica,You're kidding! Where? Where?
rachel,[in disbelief]: Sak's... Fifth... Avenue.
monica,"Oh, Rachel!"
phoebe,"Oh, it's like the mother ship is calling you home."
monica,"Well, what's the job?"
rachel,Assistant buyer. Oh! I would be shopping... for a living!
monica,"OK, look. That is Aunt Iris. This woman has been playing poker since she was five. You gotta listen to every word she says. [opens door] Hi!"
rachel,No.
monica,I don't think so.
rachel,Why?
monica,What?
rachel,Oh my God!
monica,Really?
phoebe,Thank y-- [thinks about it]
monica,"Uh, Aunt Iris? This is Phoebe, and that's Rachel..."
phoebe,"Ross, could we please, please, please listen to anything else?"
ross,Alright.
ross,I'm gonna pay for
rachel,Hi!
ross,Hey.
rachel,"Guys! Guess what, guess what, guess what, guess what!"
chandler,"Um, ok... the... the fifth dentist caved and now they're all recommending Trident?"
monica,Can we just start throwing things in?
phoebe,"Ok, yeah, ok. [she throws the directions in] Oh, OK."
rachel,"[tossing things in the fire] Ok, Barry's letters. Adam Ritter's boxer shorts."
phoebe,"Ok, and I have the, uh receipt for my dinner with Nokululu Oon Ah Ah."
monica,"Look, here's a picture of Scotty Jared naked."
rachel,[looking at picture] Hey he's wearing a sweater.
monica,No.
rachel,And here we have the last of Paulo's grappa.
monica,"Hey, Rachel, isn't that stuff almost pure--"
chandler,How can I dump this woman on Valentine's day?
joey,I don't know. You dumped her on New Year's.
chandler,"Oh, man. In my next life, I'm coming back as a toilet brush."
chandler,"Hi, Just Janice."
joey,"[to Chandler] If you don't do it, I will."
ross,"So, um, what do you do for a living?"
ross,"Now that is funny. Hey, do you think...would it be too weird if I invited Carol over to join us? 'Cause she's, she's alone now, and pregnant, and, and sad."
ross,Are you sure? Great. Carol? Wanna come over and join us?
ross,"Come on. These people'll scooch down. You guys'll scooch, won't you? Let's try scooching! Come on. Come on. Uh, Kristen Riggs, this is Carol Willick. Carol, Kristin. Uh, Carol teaches sixth grade. And, Kristin, Kristin...[struggling]...does something that, funnily enough, wasn't even her major!"
monica,"You know, it's a really funny story how this happened."
rachel,Really?
chandler,"Is it loaded? Oh, little candy hearts. [reading the candy] Chan and Jan Forever."
chandler,"Ok, Janice. Janice. Hey, Janice. Look, there's no way for me to tell you this. At least there's no"
chandler,[surprised] It is?
rachel,"Noooo... the interview! She loved me! She absolutely loved me. We talked for like two and a half hours, we have the same taste in clothes, and--oh, I went to camp with her cousin... and, oh, the job is perfect. I can do this. I can do this well!"
rachel,"Oh God, oh, and then she told the funniest story--"
monica,"OK, great. You'll tell us and we'll laugh. Let's play poker."
joey,"Alright now listen, you guys, we talked about it, and if you don't want to play, we completely understand."
chandler,"Oh yes, yes, we could play some other game... like, uh, I don't know..."
monica,"Ha, ha, very funny, very funny. But I think we'd like to give poker another try. Shall we, ladies?"
ross,"Uh, Rach, do you want me to shuffle those?"
rachel,"No, no, thats OK. Y'know, I think I'm gonna give it a go."
ross,Alright.
chandler,"Oh no, you see, actually it is."
chandler,"Oh, no I don't."
chandler,"I did, but--"
chandler,Call me!
ross,"You did so. I swear, I swear--[noticing Kristin's absence] How long has she been in the bathroom?"
ross,Well maybe it's cold in there. Or maybe I screwed up the first date I had in 9 years.
ross,"Oh, god. [He puts his head down on the grill] You know, this is still pretty hot. [He picks his head up, and a mushroom sticks to his head. Carol picks it off and eats it.]"
ross,"No, it's just...you know the whole ""getting on with your life"" thing. Well, do I have to? I mean, I'm sitting here with this cute woman, and, and, and she's perfectly nice, and, but that there's, that's it. And um, and then I'm here talkin' to you, and, and it's easy, and it's fun, and, and I don't, I don't have to...You know, here's a wacky thought. Um, what's say you and I give it another shot? No no no, I know what you're gonna say, you're a lesbian. But what do you say we just put that aside for now you know? Let's just stick a pin in it, ok? Because, we're great together, you know. You can't deny it. Besides, you're carrying my baby. I mean, how perfect is that? But see, you know, you keep sayin' that, but there's somethin' right here. I love you."
ross,"No but, no but."
ross,"That's easy for you to say, you found one already."
rachel,"So, um, will you bring the truck?"
rachel,"Oh, my god."
phoebe,"See, there you go, the cleansing works!"
monica,They're nice guys.
rachel,"Oh, they're firemen guys."
rachel,"Alright... [shuffles cards expertly, all the guys stare in amazement]"
ross,"So, Phoebs owes $7.50, Monica, you owe $10, and Rachel, you owe fifteen big ones."
joey,"But hey, thanks for teachin' us Cross-Eyed Mary. You guys, we gotta play that at our regular game."
phoebe,"Alright, here's my $7.50. [hands them the money] But I think you should know that this money is cursed."
joey,What?
phoebe,"Oh, I cursed it. So now bad things will happen to he who spends it."
chandler,"That's alright, I'll take it. Bad things happen to me anyway. This way I can break 'em up with a movie."
ross,"Well, that just leaves the big Green poker machine, who owes fifteen..."
rachel,"Mmm-hmmm. Oh, so typical. Ooo, I'm a man. Ooo, I have a penis. Ooo, I have to win money to exert my power over women. [hands over her money]"
monica,"You know what? This is not over. We will play you again, and we will win, and you will lose, and you will beg, and we will laugh, and we will take every last dime you have, and you will hate yourselves"
rachel,"Hmm. Kinda stepped on my point there, Mon."
ross,What's going on?
joey,So what're you going to do?
ross,"Ah, the lesser-known ""I don't have a dream"" speech."
ross,"Hey guys, does anybody know a good date place in the neighborhood?"
joey,"How about Tony's? If you can finish a 32-ounce steak, it's free."
ross,"OK, ahem, hey, does anybody know a good place if you're not dating a puma?"
ross,Her name is Celia. She's not a bug lady. She's curator of insects at the museum.
ross,"Oh, I just thought we could go out to dinner, and then maybe bring her back to my place and I might introduce her to my monkey."
joey,"[aside to Ross] So.... back to your place...you thinking, maybe... [gestures with hands, back and forth] huh-huh?"
ross,"Well, I don't know.... [gestures] huh-huh.... but I'm hoping [gestures] huh-huh."
joey,"I'm telling you, that monkey is a chick magnet! She's going to take one look at his furry, cute little face and it'll seal the deal."
ross,"He's not going to hurt you! Keep going, Celia. Marcel..."
ross,Alright... [lifts Marcel away]
joey,[tasting] Mmmm. Good.
joey,It's creamier.
joey,"I don't know. We're talking about whipped fish, Monica. I'm just happy I'm keeping it down, y'know?"
joey,Uh-oh.
ross,"So, you gals wanna hand over your money now? That way, we don't have to go through the formality of actually playing."
rachel,"Ooooh, that's fine. We'll see who has the last laugh there, monkey boy."
monica,"OK, we done with the chit-chat? Are we ready to play some serious poker?"
phoebe,"[holding a card and waving it in front of her face] Hey you guys, look, the one-eyed jack follows me wherever I go. [they look at her] Right, OK, serious poker."
monica,"Excuse me, where are you going?"
ross,Uh... to the bathroom.
monica,"Do you want to go to the bathroom, or do you wanna play poker?"
ross,I want to go to the bathroom. [exits]
joey,"Alright, well, I'm gonna order a pizza. [gets up]"
rachel,"Oh no no no no no, I'm still waiting to hear from that job and the store closes at nine, so you can eat then."
ross,"OK.... um, a weird thing happened to me on the train this morning..."
ross,"[embarrassed] Wha... what, here?"
ross,Ah....
ross,[panicked] Er.... um.....
ross,Um... uh.... vulva.
joey,[in disbelief]
ross,"Alright, I panicked, alright? She took me by surprise. You know, but it wasn't a total loss. I mean, we ended up cuddling."
joey,[sarcastic] Whoaa!! You cuddled? How many times??
ross,"Shut up! It was nice. I just... I don't think I'm the dirty-talking kind of guy, you know?"
joey,What's the big deal? You just say what you want to do to her. Or what you want her to do to you. Or what you think other people might be doing to each other. I'll tell you what. Just try something on me.
ross,[deadpan] Please be kidding.
joey,Why not? Come on! Close your eyes and tell me what you'd like to be doing right now.
ross,OK. [closes eyes] I'm in my apartment...
joey,....yeah... what else?
ross,"That's it. I'm in my apartment, you're not there, we're not having this conversation. [gets up, walks across room]"
joey,"[walks to catch up to him] Alright, look, I'll start, OK?"
ross,"Joey, please."
joey,"Come on. Come on. Alright, ready, look! [in a low voice] Oh... Ross.... you get me so hot. I want your lips on me"
ross,[impressed] Wow.
joey,"Alright, now you say something."
ross,I... ahem... I really don't think so.
joey,"Come on! You like this woman, right?"
joey,That's fine. I'll just have a Tic-Tac to hold me over.
monica,"Alright, Cincinnati, no blinds, everybody ante. [deals cards]"
phoebe,[looks at her cards] Yes! [everyone looks at her] .... or no.
ross,"Alright. [to Rachel]: Your money's mine, Green."
rachel,"Your fly is open, Geller. [he checks it, and zips up]"
phoebe,"You guys, you know what I just realized? 'Joker' is 'poker' with a 'J.' Coincidence?"
chandler,"Hey, that's... that's 'joincidence' with a 'C'!"
joey,Uh... Phoebe? Phoebe?
phoebe,Yeah. Um... I'm out. [throws in cards]
rachel,I'm in.
monica,Me too.
joey,"Me too. Alright, whattaya got."
ross,"Well, you better hop outta the shower, cause... I gotta flush. [lays down cards]"
